img_number,spike position,spike time
931,(12 12)to(14 14),-
932,(12 12)to(14 14),-
933,(12 12)to(14 14),-
934,(12 12)to(14 14),-
935,(12 12)to(14 14),5
936,(12 12)to(14 14),5
937,(12 12)to(14 14),-
938,(12 12)to(14 14),5
939,(12 12)to(14 14),-
940,(12 12)to(14 14),-
941,(12 12)to(14 14),-
942,(12 12)to(14 14),-
943,(12 12)to(14 14),-
944,(12 12)to(14 14),-
945,(12 12)to(14 14),-
946,(12 12)to(14 14),-
947,(12 12)to(14 14),3
948,(12 12)to(14 14),-
949,(12 12)to(14 14),5
950,(12 12)to(14 14),-
951,(12 12)to(14 14),-
952,(12 12)to(14 14),-
953,(12 12)to(14 14),-
954,(12 12)to(14 14),-
955,(12 12)to(14 14),-
956,(12 12)to(14 14),-
957,(12 12)to(14 14),-
958,(12 12)to(14 14),-
959,(12 12)to(14 14),-
960,(12 12)to(14 14),-
961,(12 12)to(14 14),4
962,(12 12)to(14 14),-
963,(12 12)to(14 14),-
964,(12 12)to(14 14),-
965,(12 12)to(14 14),-
966,(12 12)to(14 14),-
967,(12 12)to(14 14),-
968,(12 12)to(14 14),-
969,(12 12)to(14 14),-
970,(12 12)to(14 14),-
971,(12 12)to(14 14),-
972,(12 12)to(14 14),-
973,(12 12)to(14 14),5
974,(12 12)to(14 14),-
975,(12 12)to(14 14),-
976,(12 12)to(14 14),-
977,(12 12)to(14 14),-
978,(12 12)to(14 14),-
979,(12 12)to(14 14),-
980,(12 12)to(14 14),6
981,(12 12)to(14 14),5
982,(12 12)to(14 14),-
983,(12 12)to(14 14),5
984,(12 12)to(14 14),6
985,(12 12)to(14 14),-
986,(12 12)to(14 14),6
987,(12 12)to(14 14),-
988,(12 12)to(14 14),-
989,(12 12)to(14 14),-
990,(12 12)to(14 14),-
991,(12 12)to(14 14),-
992,(12 12)to(14 14),-
993,(12 12)to(14 14),-
994,(12 12)to(14 14),-
995,(12 12)to(14 14),-
996,(12 12)to(14 14),-
997,(12 12)to(14 14),-
998,(12 12)to(14 14),-
999,(12 12)to(14 14),-
1000,(12 12)to(14 14),6
1001,(12 12)to(14 14),-
1002,(12 12)to(14 14),-
1003,(12 12)to(14 14),-
1004,(12 12)to(14 14),-
1005,(12 12)to(14 14),-
1006,(12 12)to(14 14),-
1007,(12 12)to(14 14),-
1008,(12 12)to(14 14),-
1009,(12 12)to(14 14),-
1010,(12 12)to(14 14),6
1011,(12 12)to(14 14),-
1012,(12 12)to(14 14),-
1013,(12 12)to(14 14),-
1014,(12 12)to(14 14),6
1015,(12 12)to(14 14),-
1016,(12 12)to(14 14),-
1017,(12 12)to(14 14),-
1018,(12 12)to(14 14),-
1019,(12 12)to(14 14),-
1020,(12 12)to(14 14),-
1021,(12 12)to(14 14),-
1022,(12 12)to(14 14),-
1023,(12 12)to(14 14),-
1024,(12 12)to(14 14),-
1025,(12 12)to(14 14),-
1026,(12 12)to(14 14),-
1027,(12 12)to(14 14),-
1028,(12 12)to(14 14),-
1029,(12 12)to(14 14),-
1030,(12 12)to(14 14),-
1031,(12 12)to(14 14),-
1032,(12 12)to(14 14),4
1033,(12 12)to(14 14),-
1034,(12 12)to(14 14),-
1035,(12 12)to(14 14),-
1036,(12 12)to(14 14),-
1037,(12 12)to(14 14),5
1038,(12 12)to(14 14),-
1039,(12 12)to(14 14),-
1040,(12 12)to(14 14),-
1041,(12 12)to(14 14),-
1042,(12 12)to(14 14),-
1043,(12 12)to(14 14),-
1044,(12 12)to(14 14),-
1045,(12 12)to(14 14),5
1046,(12 12)to(14 14),-
1047,(12 12)to(14 14),-
1048,(12 12)to(14 14),-
1049,(12 12)to(14 14),6
1050,(12 12)to(14 14),-
1051,(12 12)to(14 14),5
1052,(12 12)to(14 14),-
1053,(12 12)to(14 14),-
1054,(12 12)to(14 14),-
1055,(12 12)to(14 14),-
1056,(12 12)to(14 14),-
1057,(12 12)to(14 14),-
1058,(12 12)to(14 14),-
1059,(12 12)to(14 14),-
1060,(12 12)to(14 14),-
1061,(12 12)to(14 14),-
1062,(12 12)to(14 14),-
1063,(12 12)to(14 14),-
1064,(12 12)to(14 14),-
1065,(12 12)to(14 14),5
1066,(12 12)to(14 14),-
1067,(12 12)to(14 14),-
1068,(12 12)to(14 14),-
1069,(12 12)to(14 14),-
1070,(12 12)to(14 14),-
1071,(12 12)to(14 14),-
1072,(12 12)to(14 14),-
1073,(12 12)to(14 14),-
1074,(12 12)to(14 14),-
1075,(12 12)to(14 14),-
1076,(12 12)to(14 14),-
1077,(12 12)to(14 14),-
1078,(12 12)to(14 14),-
1079,(12 12)to(14 14),-
1080,(12 12)to(14 14),-
1081,(12 12)to(14 14),-
1082,(12 12)to(14 14),-
1083,(12 12)to(14 14),-
1084,(12 12)to(14 14),-
1085,(12 12)to(14 14),-
1086,(12 12)to(14 14),6
1087,(12 12)to(14 14),6
1088,(12 12)to(14 14),-
1089,(12 12)to(14 14),-
1090,(12 12)to(14 14),-
1091,(12 12)to(14 14),-
1092,(12 12)to(14 14),6
1093,(12 12)to(14 14),6
1094,(12 12)to(14 14),-
1095,(12 12)to(14 14),-
1096,(12 12)to(14 14),-
1097,(12 12)to(14 14),-
1098,(12 12)to(14 14),-
1099,(12 12)to(14 14),-
1100,(12 12)to(14 14),6
1101,(12 12)to(14 14),-
1102,(12 12)to(14 14),-
1103,(12 12)to(14 14),-
1104,(12 12)to(14 14),4
1105,(12 12)to(14 14),5
1106,(12 12)to(14 14),-
1107,(12 12)to(14 14),-
1108,(12 12)to(14 14),-
1109,(12 12)to(14 14),6
1110,(12 12)to(14 14),5
1111,(12 12)to(14 14),-
1112,(12 12)to(14 14),-
1113,(12 12)to(14 14),5
1114,(12 12)to(14 14),-
1115,(12 12)to(14 14),-
1116,(12 12)to(14 14),6
1117,(12 12)to(14 14),5
1118,(12 12)to(14 14),-
1119,(12 12)to(14 14),-
1120,(12 12)to(14 14),-
1121,(12 12)to(14 14),-
1122,(12 12)to(14 14),-
1123,(12 12)to(14 14),-
1124,(12 12)to(14 14),-
1125,(12 12)to(14 14),-
1126,(12 12)to(14 14),-
1127,(12 12)to(14 14),5
1128,(12 12)to(14 14),-
1129,(12 12)to(14 14),-
1130,(12 12)to(14 14),-
1131,(12 12)to(14 14),-
1132,(12 12)to(14 14),-
1133,(12 12)to(14 14),-
1134,(12 12)to(14 14),-
1135,(12 12)to(14 14),-
1136,(12 12)to(14 14),-
1137,(12 12)to(14 14),-
1138,(12 12)to(14 14),-
1139,(12 12)to(14 14),-
1140,(12 12)to(14 14),-
1141,(12 12)to(14 14),-
1142,(12 12)to(14 14),-
1143,(12 12)to(14 14),-
1144,(12 12)to(14 14),-
1145,(12 12)to(14 14),5
1146,(12 12)to(14 14),-
1147,(12 12)to(14 14),-
1148,(12 12)to(14 14),-
1149,(12 12)to(14 14),-
1150,(12 12)to(14 14),-
1151,(12 12)to(14 14),-
1152,(12 12)to(14 14),-
1153,(12 12)to(14 14),-
1154,(12 12)to(14 14),-
1155,(12 12)to(14 14),-
1156,(12 12)to(14 14),-
1157,(12 12)to(14 14),4
1158,(12 12)to(14 14),-
1159,(12 12)to(14 14),6
1160,(12 12)to(14 14),-
1161,(12 12)to(14 14),-
1162,(12 12)to(14 14),-
1163,(12 12)to(14 14),-
1164,(12 12)to(14 14),-
1165,(12 12)to(14 14),-
1166,(12 12)to(14 14),-
1167,(12 12)to(14 14),-
1168,(12 12)to(14 14),5
1169,(12 12)to(14 14),-
1170,(12 12)to(14 14),-
1171,(12 12)to(14 14),-
1172,(12 12)to(14 14),-
1173,(12 12)to(14 14),4
1174,(12 12)to(14 14),-
1175,(12 12)to(14 14),-
1176,(12 12)to(14 14),5
1177,(12 12)to(14 14),-
1178,(12 12)to(14 14),-
1179,(12 12)to(14 14),-
1180,(12 12)to(14 14),-
1181,(12 12)to(14 14),6
1182,(12 12)to(14 14),-
1183,(12 12)to(14 14),6
1184,(12 12)to(14 14),-
1185,(12 12)to(14 14),-
1186,(12 12)to(14 14),6
1187,(12 12)to(14 14),-
1188,(12 12)to(14 14),-
1189,(12 12)to(14 14),-
1190,(12 12)to(14 14),-
1191,(12 12)to(14 14),-
1192,(12 12)to(14 14),-
1193,(12 12)to(14 14),-
1194,(12 12)to(14 14),-
1195,(12 12)to(14 14),-
1196,(12 12)to(14 14),-
1197,(12 12)to(14 14),6
1198,(12 12)to(14 14),-
1199,(12 12)to(14 14),-
1200,(12 12)to(14 14),-
1201,(12 12)to(14 14),-
1202,(12 12)to(14 14),-
1203,(12 12)to(14 14),4
1204,(12 12)to(14 14),-
1205,(12 12)to(14 14),-
1206,(12 12)to(14 14),5
1207,(12 12)to(14 14),-
1208,(12 12)to(14 14),-
1209,(12 12)to(14 14),-
1210,(12 12)to(14 14),5
1211,(12 12)to(14 14),5
1212,(12 12)to(14 14),6
1213,(12 12)to(14 14),-
1214,(12 12)to(14 14),-
1215,(12 12)to(14 14),-
1216,(12 12)to(14 14),5
1217,(12 12)to(14 14),-
1218,(12 12)to(14 14),-
1219,(12 12)to(14 14),-
1220,(12 12)to(14 14),-
1221,(12 12)to(14 14),-
1222,(12 12)to(14 14),-
1223,(12 12)to(14 14),-
1224,(12 12)to(14 14),-
1225,(12 12)to(14 14),-
1226,(12 12)to(14 14),-
1227,(12 12)to(14 14),-
1228,(12 12)to(14 14),-
1229,(12 12)to(14 14),-
1230,(12 12)to(14 14),-
1231,(12 12)to(14 14),6
1232,(12 12)to(14 14),-
1233,(12 12)to(14 14),5
1234,(12 12)to(14 14),-
1235,(12 12)to(14 14),-
1236,(12 12)to(14 14),-
1237,(12 12)to(14 14),-
1238,(12 12)to(14 14),-
1239,(12 12)to(14 14),-
1240,(12 12)to(14 14),-
1241,(12 12)to(14 14),-
1242,(12 12)to(14 14),5
1243,(12 12)to(14 14),-
1244,(12 12)to(14 14),-
1245,(12 12)to(14 14),-
1246,(12 12)to(14 14),-
1247,(12 12)to(14 14),-
1248,(12 12)to(14 14),-
1249,(12 12)to(14 14),5
1250,(12 12)to(14 14),-
1251,(12 12)to(14 14),-
1252,(12 12)to(14 14),-
1253,(12 12)to(14 14),6
1254,(12 12)to(14 14),6
1255,(12 12)to(14 14),6
1256,(12 12)to(14 14),-
1257,(12 12)to(14 14),-
1258,(12 12)to(14 14),5
1259,(12 12)to(14 14),-
1260,(12 12)to(14 14),-
1261,(12 12)to(14 14),-
1262,(12 12)to(14 14),6
1263,(12 12)to(14 14),-
1264,(12 12)to(14 14),-
1265,(12 12)to(14 14),-
1266,(12 12)to(14 14),-
1267,(12 12)to(14 14),5
1268,(12 12)to(14 14),-
1269,(12 12)to(14 14),-
1270,(12 12)to(14 14),5
1271,(12 12)to(14 14),-
1272,(12 12)to(14 14),-
1273,(12 12)to(14 14),-
1274,(12 12)to(14 14),-
1275,(12 12)to(14 14),6
1276,(12 12)to(14 14),-
1277,(12 12)to(14 14),-
1278,(12 12)to(14 14),-
1279,(12 12)to(14 14),-
1280,(12 12)to(14 14),-
1281,(12 12)to(14 14),-
1282,(12 12)to(14 14),-
1283,(12 12)to(14 14),6
1284,(12 12)to(14 14),6
1285,(12 12)to(14 14),-
1286,(12 12)to(14 14),5
1287,(12 12)to(14 14),-
1288,(12 12)to(14 14),-
1289,(12 12)to(14 14),-
1290,(12 12)to(14 14),-
1291,(12 12)to(14 14),-
1292,(12 12)to(14 14),-
1293,(12 12)to(14 14),-
1294,(12 12)to(14 14),-
1295,(12 12)to(14 14),-
1296,(12 12)to(14 14),-
1297,(12 12)to(14 14),-
1298,(12 12)to(14 14),-
1299,(12 12)to(14 14),-
1300,(12 12)to(14 14),-
1301,(12 12)to(14 14),-
1302,(12 12)to(14 14),-
1303,(12 12)to(14 14),-
1304,(12 12)to(14 14),-
1305,(12 12)to(14 14),6
1306,(12 12)to(14 14),-
1307,(12 12)to(14 14),4
1308,(12 12)to(14 14),5
1309,(12 12)to(14 14),-
1310,(12 12)to(14 14),-
1311,(12 12)to(14 14),-
1312,(12 12)to(14 14),-
1313,(12 12)to(14 14),-
1314,(12 12)to(14 14),-
1315,(12 12)to(14 14),-
1316,(12 12)to(14 14),-
1317,(12 12)to(14 14),-
1318,(12 12)to(14 14),-
1319,(12 12)to(14 14),-
1320,(12 12)to(14 14),6
1321,(12 12)to(14 14),-
1322,(12 12)to(14 14),-
1323,(12 12)to(14 14),-
1324,(12 12)to(14 14),-
1325,(12 12)to(14 14),-
1326,(12 12)to(14 14),-
1327,(12 12)to(14 14),5
1328,(12 12)to(14 14),-
1329,(12 12)to(14 14),-
1330,(12 12)to(14 14),-
1331,(12 12)to(14 14),-
1332,(12 12)to(14 14),5
1333,(12 12)to(14 14),-
1334,(12 12)to(14 14),-
1335,(12 12)to(14 14),6
1336,(12 12)to(14 14),-
1337,(12 12)to(14 14),-
1338,(12 12)to(14 14),-
1339,(12 12)to(14 14),-
1340,(12 12)to(14 14),-
1341,(12 12)to(14 14),-
1342,(12 12)to(14 14),-
1343,(12 12)to(14 14),-
1344,(12 12)to(14 14),5
1345,(12 12)to(14 14),-
1346,(12 12)to(14 14),5
1347,(12 12)to(14 14),-
1348,(12 12)to(14 14),-
1349,(12 12)to(14 14),6
1350,(12 12)to(14 14),-
1351,(12 12)to(14 14),-
1352,(12 12)to(14 14),5
1353,(12 12)to(14 14),5
1354,(12 12)to(14 14),-
1355,(12 12)to(14 14),5
1356,(12 12)to(14 14),-
1357,(12 12)to(14 14),-
1358,(12 12)to(14 14),-
1359,(12 12)to(14 14),-
1360,(12 12)to(14 14),-
1361,(12 12)to(14 14),-
1362,(12 12)to(14 14),6
1363,(12 12)to(14 14),5
1364,(12 12)to(14 14),6
1365,(12 12)to(14 14),-
1366,(12 12)to(14 14),-
1367,(12 12)to(14 14),-
1368,(12 12)to(14 14),5
1369,(12 12)to(14 14),-
1370,(12 12)to(14 14),-
1371,(12 12)to(14 14),-
1372,(12 12)to(14 14),-
1373,(12 12)to(14 14),-
1374,(12 12)to(14 14),-
1375,(12 12)to(14 14),-
1376,(12 12)to(14 14),-
1377,(12 12)to(14 14),6
1378,(12 12)to(14 14),6
1379,(12 12)to(14 14),-
1380,(12 12)to(14 14),-
1381,(12 12)to(14 14),-
1382,(12 12)to(14 14),5
1383,(12 12)to(14 14),-
1384,(12 12)to(14 14),-
1385,(12 12)to(14 14),-
1386,(12 12)to(14 14),-
1387,(12 12)to(14 14),5
1388,(12 12)to(14 14),-
1389,(12 12)to(14 14),-
1390,(12 12)to(14 14),-
1391,(12 12)to(14 14),-
1392,(12 12)to(14 14),-
1393,(12 12)to(14 14),-
1394,(12 12)to(14 14),-
1395,(12 12)to(14 14),-
1396,(12 12)to(14 14),-
1397,(12 12)to(14 14),5
1398,(12 12)to(14 14),5
1399,(12 12)to(14 14),-
1400,(12 12)to(14 14),-
1401,(12 12)to(14 14),-
1402,(12 12)to(14 14),6
1403,(12 12)to(14 14),-
1404,(12 12)to(14 14),-
1405,(12 12)to(14 14),6
1406,(12 12)to(14 14),-
1407,(12 12)to(14 14),-
1408,(12 12)to(14 14),6
1409,(12 12)to(14 14),-
1410,(12 12)to(14 14),-
1411,(12 12)to(14 14),-
1412,(12 12)to(14 14),-
1413,(12 12)to(14 14),6
1414,(12 12)to(14 14),-
1415,(12 12)to(14 14),-
1416,(12 12)to(14 14),-
1417,(12 12)to(14 14),-
1418,(12 12)to(14 14),-
1419,(12 12)to(14 14),5
1420,(12 12)to(14 14),-
1421,(12 12)to(14 14),-
1422,(12 12)to(14 14),-
1423,(12 12)to(14 14),-
1424,(12 12)to(14 14),6
1425,(12 12)to(14 14),-
1426,(12 12)to(14 14),5
1427,(12 12)to(14 14),-
1428,(12 12)to(14 14),-
1429,(12 12)to(14 14),-
1430,(12 12)to(14 14),-
1431,(12 12)to(14 14),-
1432,(12 12)to(14 14),5
1433,(12 12)to(14 14),-
1434,(12 12)to(14 14),-
1435,(12 12)to(14 14),-
1436,(12 12)to(14 14),-
1437,(12 12)to(14 14),-
1438,(12 12)to(14 14),-
1439,(12 12)to(14 14),-
1440,(12 12)to(14 14),6
1441,(12 12)to(14 14),-
1442,(12 12)to(14 14),-
1443,(12 12)to(14 14),-
1444,(12 12)to(14 14),-
1445,(12 12)to(14 14),-
1446,(12 12)to(14 14),-
1447,(12 12)to(14 14),-
1448,(12 12)to(14 14),-
1449,(12 12)to(14 14),-
1450,(12 12)to(14 14),-
1451,(12 12)to(14 14),-
1452,(12 12)to(14 14),-
1453,(12 12)to(14 14),-
1454,(12 12)to(14 14),-
1455,(12 12)to(14 14),-
1456,(12 12)to(14 14),-
1457,(12 12)to(14 14),-
1458,(12 12)to(14 14),-
1459,(12 12)to(14 14),-
1460,(12 12)to(14 14),-
1461,(12 12)to(14 14),-
1462,(12 12)to(14 14),-
1463,(12 12)to(14 14),-
1464,(12 12)to(14 14),-
1465,(12 12)to(14 14),-
1466,(12 12)to(14 14),-
1467,(12 12)to(14 14),-
1468,(12 12)to(14 14),-
1469,(12 12)to(14 14),-
1470,(12 12)to(14 14),-
1471,(12 12)to(14 14),-
1472,(12 12)to(14 14),-
1473,(12 12)to(14 14),-
1474,(12 12)to(14 14),-
1475,(12 12)to(14 14),-
1476,(12 12)to(14 14),-
1477,(12 12)to(14 14),-
1478,(12 12)to(14 14),-
1479,(12 12)to(14 14),-
1480,(12 12)to(14 14),-
1481,(12 12)to(14 14),-
1482,(12 12)to(14 14),-
1483,(12 12)to(14 14),-
1484,(12 12)to(14 14),-
1485,(12 12)to(14 14),-
1486,(12 12)to(14 14),-
1487,(12 12)to(14 14),-
1488,(12 12)to(14 14),5
1489,(12 12)to(14 14),-
1490,(12 12)to(14 14),-
1491,(12 12)to(14 14),-
1492,(12 12)to(14 14),5
1493,(12 12)to(14 14),5
1494,(12 12)to(14 14),-
1495,(12 12)to(14 14),-
1496,(12 12)to(14 14),-
1497,(12 12)to(14 14),5
1498,(12 12)to(14 14),-
1499,(12 12)to(14 14),6
1500,(12 12)to(14 14),-
1501,(12 12)to(14 14),-
1502,(12 12)to(14 14),-
1503,(12 12)to(14 14),5
1504,(12 12)to(14 14),-
1505,(12 12)to(14 14),-
1506,(12 12)to(14 14),5
1507,(12 12)to(14 14),-
1508,(12 12)to(14 14),-
1509,(12 12)to(14 14),6
1510,(12 12)to(14 14),-
1511,(12 12)to(14 14),-
1512,(12 12)to(14 14),-
1513,(12 12)to(14 14),-
1514,(12 12)to(14 14),-
1515,(12 12)to(14 14),-
1516,(12 12)to(14 14),-
1517,(12 12)to(14 14),-
1518,(12 12)to(14 14),-
1519,(12 12)to(14 14),5
1520,(12 12)to(14 14),-
1521,(12 12)to(14 14),-
1522,(12 12)to(14 14),-
1523,(12 12)to(14 14),-
1524,(12 12)to(14 14),-
1525,(12 12)to(14 14),-
1526,(12 12)to(14 14),5
1527,(12 12)to(14 14),-
1528,(12 12)to(14 14),6
1529,(12 12)to(14 14),-
1530,(12 12)to(14 14),-
1531,(12 12)to(14 14),-
1532,(12 12)to(14 14),-
1533,(12 12)to(14 14),-
1534,(12 12)to(14 14),-
1535,(12 12)to(14 14),-
1536,(12 12)to(14 14),-
1537,(12 12)to(14 14),-
1538,(12 12)to(14 14),-
1539,(12 12)to(14 14),-
1540,(12 12)to(14 14),-
1541,(12 12)to(14 14),-
1542,(12 12)to(14 14),-
1543,(12 12)to(14 14),-
1544,(12 12)to(14 14),5
1545,(12 12)to(14 14),-
1546,(12 12)to(14 14),-
1547,(12 12)to(14 14),-
1548,(12 12)to(14 14),-
1549,(12 12)to(14 14),-
1550,(12 12)to(14 14),-
1551,(12 12)to(14 14),-
1552,(12 12)to(14 14),-
1553,(12 12)to(14 14),-
1554,(12 12)to(14 14),-
1555,(12 12)to(14 14),-
1556,(12 12)to(14 14),-
1557,(12 12)to(14 14),-
1558,(12 12)to(14 14),-
1559,(12 12)to(14 14),-
1560,(12 12)to(14 14),-
1561,(12 12)to(14 14),-
1562,(12 12)to(14 14),-
1563,(12 12)to(14 14),-
1564,(12 12)to(14 14),6
1565,(12 12)to(14 14),-
1566,(12 12)to(14 14),5
1567,(12 12)to(14 14),-
1568,(12 12)to(14 14),-
1569,(12 12)to(14 14),-
1570,(12 12)to(14 14),-
1571,(12 12)to(14 14),-
1572,(12 12)to(14 14),-
1573,(12 12)to(14 14),-
1574,(12 12)to(14 14),-
1575,(12 12)to(14 14),-
1576,(12 12)to(14 14),-
1577,(12 12)to(14 14),-
1578,(12 12)to(14 14),5
1579,(12 12)to(14 14),-
1580,(12 12)to(14 14),-
1581,(12 12)to(14 14),-
1582,(12 12)to(14 14),-
1583,(12 12)to(14 14),-
1584,(12 12)to(14 14),-
1585,(12 12)to(14 14),-
1586,(12 12)to(14 14),-
1587,(12 12)to(14 14),-
1588,(12 12)to(14 14),-
1589,(12 12)to(14 14),-
1590,(12 12)to(14 14),-
1591,(12 12)to(14 14),-
1592,(12 12)to(14 14),-
1593,(12 12)to(14 14),-
1594,(12 12)to(14 14),-
1595,(12 12)to(14 14),-
1596,(12 12)to(14 14),-
1597,(12 12)to(14 14),-
1598,(12 12)to(14 14),-
1599,(12 12)to(14 14),-
1600,(12 12)to(14 14),-
1601,(12 12)to(14 14),-
1602,(12 12)to(14 14),-
1603,(12 12)to(14 14),5
1604,(12 12)to(14 14),-
1605,(12 12)to(14 14),-
1606,(12 12)to(14 14),-
1607,(12 12)to(14 14),-
1608,(12 12)to(14 14),-
1609,(12 12)to(14 14),-
1610,(12 12)to(14 14),-
1611,(12 12)to(14 14),-
1612,(12 12)to(14 14),5
1613,(12 12)to(14 14),-
1614,(12 12)to(14 14),-
1615,(12 12)to(14 14),-
1616,(12 12)to(14 14),-
1617,(12 12)to(14 14),-
1618,(12 12)to(14 14),-
1619,(12 12)to(14 14),-
1620,(12 12)to(14 14),-
1621,(12 12)to(14 14),6
1622,(12 12)to(14 14),-
1623,(12 12)to(14 14),4
1624,(12 12)to(14 14),-
1625,(12 12)to(14 14),-
1626,(12 12)to(14 14),-
1627,(12 12)to(14 14),6
1628,(12 12)to(14 14),5
1629,(12 12)to(14 14),-
1630,(12 12)to(14 14),-
1631,(12 12)to(14 14),-
1632,(12 12)to(14 14),-
1633,(12 12)to(14 14),-
1634,(12 12)to(14 14),-
1635,(12 12)to(14 14),-
1636,(12 12)to(14 14),-
1637,(12 12)to(14 14),6
1638,(12 12)to(14 14),-
1639,(12 12)to(14 14),-
1640,(12 12)to(14 14),-
1641,(12 12)to(14 14),-
1642,(12 12)to(14 14),5
1643,(12 12)to(14 14),6
1644,(12 12)to(14 14),-
1645,(12 12)to(14 14),-
1646,(12 12)to(14 14),-
1647,(12 12)to(14 14),-
1648,(12 12)to(14 14),-
1649,(12 12)to(14 14),-
1650,(12 12)to(14 14),-
1651,(12 12)to(14 14),-
1652,(12 12)to(14 14),-
1653,(12 12)to(14 14),-
1654,(12 12)to(14 14),-
1655,(12 12)to(14 14),5
1656,(12 12)to(14 14),-
1657,(12 12)to(14 14),-
1658,(12 12)to(14 14),-
1659,(12 12)to(14 14),-
1660,(12 12)to(14 14),-
1661,(12 12)to(14 14),-
1662,(12 12)to(14 14),-
1663,(12 12)to(14 14),-
1664,(12 12)to(14 14),-
1665,(12 12)to(14 14),-
1666,(12 12)to(14 14),-
1667,(12 12)to(14 14),-
1668,(12 12)to(14 14),-
1669,(12 12)to(14 14),-
1670,(12 12)to(14 14),-
1671,(12 12)to(14 14),-
1672,(12 12)to(14 14),-
1673,(12 12)to(14 14),-
1674,(12 12)to(14 14),-
1675,(12 12)to(14 14),-
1676,(12 12)to(14 14),-
1677,(12 12)to(14 14),-
1678,(12 12)to(14 14),-
1679,(12 12)to(14 14),-
1680,(12 12)to(14 14),6
1681,(12 12)to(14 14),-
1682,(12 12)to(14 14),-
1683,(12 12)to(14 14),6
1684,(12 12)to(14 14),-
1685,(12 12)to(14 14),-
1686,(12 12)to(14 14),-
1687,(12 12)to(14 14),-
1688,(12 12)to(14 14),-
1689,(12 12)to(14 14),-
1690,(12 12)to(14 14),-
1691,(12 12)to(14 14),-
1692,(12 12)to(14 14),-
1693,(12 12)to(14 14),-
1694,(12 12)to(14 14),5
1695,(12 12)to(14 14),-
1696,(12 12)to(14 14),-
1697,(12 12)to(14 14),-
1698,(12 12)to(14 14),6
1699,(12 12)to(14 14),-
1700,(12 12)to(14 14),-
1701,(12 12)to(14 14),5
1702,(12 12)to(14 14),-
1703,(12 12)to(14 14),-
1704,(12 12)to(14 14),4
1705,(12 12)to(14 14),-
1706,(12 12)to(14 14),-
1707,(12 12)to(14 14),-
1708,(12 12)to(14 14),-
1709,(12 12)to(14 14),-
1710,(12 12)to(14 14),-
1711,(12 12)to(14 14),-
1712,(12 12)to(14 14),-
1713,(12 12)to(14 14),-
1714,(12 12)to(14 14),-
1715,(12 12)to(14 14),-
1716,(12 12)to(14 14),-
1717,(12 12)to(14 14),-
1718,(12 12)to(14 14),-
1719,(12 12)to(14 14),-
1720,(12 12)to(14 14),-
1721,(12 12)to(14 14),-
1722,(12 12)to(14 14),-
1723,(12 12)to(14 14),-
1724,(12 12)to(14 14),-
1725,(12 12)to(14 14),-
1726,(12 12)to(14 14),-
1727,(12 12)to(14 14),-
1728,(12 12)to(14 14),-
1729,(12 12)to(14 14),-
1730,(12 12)to(14 14),5
1731,(12 12)to(14 14),-
1732,(12 12)to(14 14),-
1733,(12 12)to(14 14),6
1734,(12 12)to(14 14),4
1735,(12 12)to(14 14),-
1736,(12 12)to(14 14),-
1737,(12 12)to(14 14),-
1738,(12 12)to(14 14),-
1739,(12 12)to(14 14),5
1740,(12 12)to(14 14),-
1741,(12 12)to(14 14),-
1742,(12 12)to(14 14),-
1743,(12 12)to(14 14),-
1744,(12 12)to(14 14),-
1745,(12 12)to(14 14),-
1746,(12 12)to(14 14),4
1747,(12 12)to(14 14),-
1748,(12 12)to(14 14),-
1749,(12 12)to(14 14),-
1750,(12 12)to(14 14),-
1751,(12 12)to(14 14),-
1752,(12 12)to(14 14),-
1753,(12 12)to(14 14),6
1754,(12 12)to(14 14),-
1755,(12 12)to(14 14),-
1756,(12 12)to(14 14),-
1757,(12 12)to(14 14),-
1758,(12 12)to(14 14),-
1759,(12 12)to(14 14),-
1760,(12 12)to(14 14),-
1761,(12 12)to(14 14),-
1762,(12 12)to(14 14),-
1763,(12 12)to(14 14),-
1764,(12 12)to(14 14),-
1765,(12 12)to(14 14),-
1766,(12 12)to(14 14),6
1767,(12 12)to(14 14),5
1768,(12 12)to(14 14),-
1769,(12 12)to(14 14),-
1770,(12 12)to(14 14),-
1771,(12 12)to(14 14),6
1772,(12 12)to(14 14),-
1773,(12 12)to(14 14),-
1774,(12 12)to(14 14),5
1775,(12 12)to(14 14),-
1776,(12 12)to(14 14),-
1777,(12 12)to(14 14),-
1778,(12 12)to(14 14),-
1779,(12 12)to(14 14),-
1780,(12 12)to(14 14),-
1781,(12 12)to(14 14),-
1782,(12 12)to(14 14),-
1783,(12 12)to(14 14),-
1784,(12 12)to(14 14),-
1785,(12 12)to(14 14),-
1786,(12 12)to(14 14),-
1787,(12 12)to(14 14),-
1788,(12 12)to(14 14),6
1789,(12 12)to(14 14),-
1790,(12 12)to(14 14),-
1791,(12 12)to(14 14),-
1792,(12 12)to(14 14),6
1793,(12 12)to(14 14),-
1794,(12 12)to(14 14),5
1795,(12 12)to(14 14),-
1796,(12 12)to(14 14),-
1797,(12 12)to(14 14),5
1798,(12 12)to(14 14),5
1799,(12 12)to(14 14),-
1800,(12 12)to(14 14),-
1801,(12 12)to(14 14),-
1802,(12 12)to(14 14),-
1803,(12 12)to(14 14),-
1804,(12 12)to(14 14),-
1805,(12 12)to(14 14),-
1806,(12 12)to(14 14),6
1807,(12 12)to(14 14),-
1808,(12 12)to(14 14),-
